num__daily_social_media_hours,num__sleep_hours_per_night,num__physical_activity,num__stress_level(1-10),cat__gender_male,cat__social_media_platform_Instagram,cat__social_media_platform_Other,cat__social_media_platform_TikTok,anxiety_level
-0.28488126918678675,0.6943532091531757,-0.6723409842298059,-0.20220750040745836,1.0,0.0,1.0,0.0,2
0.904395206806061,-0.5716484344641157,-1.6997307474741288,1.4471195828507653,0.0,0.0,0.0,0.0,8
1.399927071803081,-0.5716484344641157,-1.3572674930593545,1.4471195828507653,1.0,1.0,0.0,0.0,10
-1.4246045586799325,0.9865074346033195,-0.32987772981503155,-1.1918037503623926,1.0,0.0,0.0,1.0,1
-0.3344344556864888,1.0838921764200338,-1.1860358658519674,-0.5320729170591031,0.0,0.0,0.0,1.0,4
-1.3750513721802304,1.0838921764200338,-0.32987772981503155,-0.8619383337107478,1.0,1.0,0.0,0.0,3
-1.6723704911784425,0.49958372551974617,0.5262804062219043,-1.5216691670140372,0.0,1.0,0.0,0.0,1
0.557522901308147,-0.8638026599142595,0.18381715180713,0.7873887495474758,0.0,0.0,0.0,1.0,6
0.3593101553093393,-1.2533416271811177,-0.8435726114371931,0.4575233328958311,0.0,0.0,1.0,0.0,5
-1.1768386261814225,1.862970110953751,-0.5011093570224189,-1.1918037503623926,1.0,0.0,0.0,1.0,1
-0.9290726936829126,1.181276918236749,0.3550487790145169,-0.5320729170591031,0.0,0.0,0.0,1.0,4
-1.6228173046787404,0.11004475825288713,1.2112069150514528,-1.5216691670140372,0.0,1.0,0.0,0.0,1
1.152161139304571,-1.5454958526312623,0.8687436606366785,1.1172541661991204,1.0,0.0,1.0,0.0,8
1.647693004301591,-0.7664179180975443,0.18381715180713,0.7873887495474758,0.0,0.0,0.0,1.0,7
-1.2759449991808265,0.9865074346033195,-0.5011093570224189,-1.1918037503623926,0.0,0.0,0.0,1.0,2
-0.9290726936829126,0.402198983703031,-0.5011093570224189,-0.5320729170591031,0.0,0.0,0.0,0.0,4
1.3008206988036768,-1.9350348198981207,1.38243854225884,1.1172541661991204,0.0,1.0,0.0,0.0,8
1.4990334448024851,-0.8638026599142595,-1.5284991202667417,1.4471195828507653,0.0,0.0,0.0,0.0,10
-0.28488126918678675,0.402198983703031,1.724901796673614,-0.8619383337107478,1.0,0.0,0.0,0.0,3
-1.5237109316793365,1.7655853691370367,0.5262804062219043,-1.5216691670140372,0.0,0.0,0.0,1.0,1
-1.5732641181790386,1.862970110953751,0.6975120334292911,-1.5216691670140372,0.0,1.0,0.0,0.0,1
0.26020378230993524,0.8891226927866043,-1.5284991202667417,0.4575233328958311,1.0,0.0,1.0,0.0,6
-0.3344344556864888,0.2074295000696023,0.3550487790145169,-0.5320729170591031,1.0,0.0,0.0,1.0,4
-1.6228173046787404,1.3760464018701777,0.012585524599742711,-1.5216691670140372,1.0,0.0,1.0,0.0,1
0.30975696880963705,-0.66903317628083,-1.3572674930593545,1.1172541661991204,0.0,0.0,1.0,0.0,9
-1.6723704911784425,1.181276918236749,-0.6723409842298059,-1.5216691670140372,1.0,1.0,0.0,0.0,1
1.0035015798054652,-0.1821094671972567,1.38243854225884,0.7873887495474758,0.0,0.0,0.0,0.0,7
-0.6813067611844026,0.11004475825288713,0.18381715180713,-0.8619383337107478,0.0,1.0,0.0,0.0,2
-1.5732641181790386,0.8891226927866043,-0.32987772981503155,-1.5216691670140372,1.0,0.0,1.0,0.0,1
0.30975696880963705,-0.5716484344641157,-1.5284991202667417,1.1172541661991204,1.0,0.0,0.0,1.0,8
-0.3344344556864888,0.3048142418863167,0.6975120334292911,-0.8619383337107478,0.0,0.0,1.0,0.0,1
1.647693004301591,-0.8638026599142595,0.6975120334292911,1.1172541661991204,1.0,0.0,0.0,1.0,9
0.16109740931053115,-0.08472472538054238,0.3550487790145169,-0.20220750040745836,0.0,0.0,0.0,1.0,4
-0.7804131341838066,0.01266001643617281,0.012585524599742711,-0.8619383337107478,1.0,1.0,0.0,0.0,1
0.7557356473069552,-0.66903317628083,-0.15864610260764442,0.7873887495474758,1.0,0.0,1.0,0.0,6
-0.7804131341838066,0.9865074346033195,0.3550487790145169,-1.1918037503623926,1.0,0.0,0.0,0.0,1
1.399927071803081,-1.8376500780814062,-0.8435726114371931,1.4471195828507653,0.0,0.0,1.0,0.0,9
-0.4335408286858926,0.3048142418863167,1.553670169466227,-0.8619383337107478,1.0,0.0,1.0,0.0,4
0.16109740931053115,-0.08472472538054238,0.3550487790145169,1.1172541661991204,0.0,0.0,0.0,0.0,7
-1.5237109316793365,1.862970110953751,-0.6723409842298059,-1.5216691670140372,0.0,1.0,0.0,0.0,1
-0.2353280826870847,0.01266001643617281,-0.15864610260764442,-0.8619383337107478,0.0,0.0,1.0,0.0,1
1.152161139304571,-0.8638026599142595,1.0399752878440658,0.7873887495474758,0.0,0.0,1.0,0.0,8
1.0530547663051668,-1.1559568853644033,-1.1860358658519674,1.4471195828507653,1.0,0.0,0.0,1.0,10
-0.9290726936829126,-0.08472472538054238,-0.6723409842298059,-0.8619383337107478,0.0,0.0,1.0,0.0,3
-0.9290726936829126,0.49958372551974617,0.6975120334292911,-1.1918037503623926,0.0,0.0,0.0,0.0,1
1.1026079528048691,-0.5716484344641157,-0.6723409842298059,1.1172541661991204,1.0,0.0,0.0,1.0,10
1.4990334448024851,-1.8376500780814062,1.0399752878440658,1.4471195828507653,0.0,1.0,0.0,0.0,10
-1.3750513721802304,0.402198983703031,-1.1860358658519674,-1.5216691670140372,1.0,0.0,0.0,1.0,1
-0.13622170968768063,1.0838921764200338,0.8687436606366785,-0.20220750040745836,0.0,0.0,0.0,0.0,3
-0.5326472016852967,0.5969684673364605,-1.5284991202667417,-0.5320729170591031,1.0,0.0,0.0,0.0,4
1.3008206988036768,-0.37687895083068623,-1.6997307474741288,1.4471195828507653,0.0,0.0,0.0,1.0,9
-1.4246045586799325,0.49958372551974617,1.38243854225884,-1.5216691670140372,1.0,1.0,0.0,0.0,1
-0.9786258801826145,0.402198983703031,0.3550487790145169,-0.8619383337107478,0.0,0.0,0.0,1.0,3
0.904395206806061,-1.0585721435476891,-0.5011093570224189,1.1172541661991204,0.0,1.0,0.0,0.0,10
-1.5237109316793365,1.5708158855036072,-0.8435726114371931,-1.1918037503623926,1.0,0.0,0.0,1.0,1
-0.03711533668827655,0.6943532091531757,0.3550487790145169,0.12765791624418638,1.0,0.0,0.0,0.0,5
-0.18577489618738288,-0.1821094671972567,0.012585524599742711,0.12765791624418638,1.0,0.0,1.0,0.0,6
-0.5822003881849988,0.8891226927866043,1.724901796673614,-1.1918037503623926,1.0,0.0,1.0,0.0,1
-0.3344344556864888,0.5969684673364605,1.724901796673614,-0.8619383337107478,0.0,1.0,0.0,0.0,2
0.11154422281082933,0.11004475825288713,0.5262804062219043,0.4575233328958311,0.0,1.0,0.0,0.0,6
-1.1768386261814225,-0.1821094671972567,-0.15864610260764442,-0.5320729170591031,1.0,1.0,0.0,0.0,3
0.26020378230993524,0.5969684673364605,0.012585524599742711,-0.20220750040745836,0.0,0.0,0.0,0.0,5
1.0530547663051668,-0.27949420901397104,0.6975120334292911,1.1172541661991204,1.0,0.0,0.0,1.0,10
0.904395206806061,-0.1821094671972567,-1.3572674930593545,1.4471195828507653,1.0,0.0,0.0,0.0,8
-1.1768386261814225,1.6682006273203223,-0.5011093570224189,-1.5216691670140372,0.0,0.0,1.0,0.0,1
-1.2263918126811246,0.5969684673364605,-1.3572674930593545,-0.8619383337107478,0.0,1.0,0.0,0.0,2
-0.7804131341838066,0.6943532091531757,-1.5284991202667417,-0.8619383337107478,0.0,0.0,0.0,1.0,3
-0.48309401518559464,-0.9611874017309738,-1.0148042386445801,-0.5320729170591031,0.0,0.0,1.0,0.0,3
-0.28488126918678675,-1.3507263689978328,0.012585524599742711,-0.20220750040745836,0.0,0.0,1.0,0.0,4
0.656629274307551,-1.4481111108145472,1.0399752878440658,0.7873887495474758,0.0,0.0,1.0,0.0,6
-1.5237109316793365,0.49958372551974617,0.012585524599742711,-1.1918037503623926,0.0,0.0,0.0,0.0,1
-1.6228173046787404,2.642048045487469,-0.5011093570224189,-1.5216691670140372,1.0,1.0,0.0,0.0,1
-0.3839876421861906,-0.27949420901397104,-1.3572674930593545,-0.5320729170591031,1.0,0.0,1.0,0.0,4
0.7061824608072533,-0.47426369264740054,0.18381715180713,1.1172541661991204,1.0,1.0,0.0,0.0,9
-1.0281790666823165,0.11004475825288713,-0.8435726114371931,-0.5320729170591031,1.0,0.0,0.0,0.0,2
0.5079697148084452,-0.27949420901397104,0.3550487790145169,0.7873887495474758,1.0,0.0,1.0,0.0,9
-0.8299663206835087,1.2786616600534633,1.724901796673614,-0.8619383337107478,0.0,0.0,0.0,0.0,2
1.350373885303379,-1.2533416271811177,-1.3572674930593545,1.4471195828507653,1.0,0.0,0.0,0.0,10
1.399927071803081,-1.6428805944479767,-1.0148042386445801,1.4471195828507653,1.0,1.0,0.0,0.0,9
-0.6813067611844026,-0.37687895083068623,-0.15864610260764442,-0.5320729170591031,1.0,0.0,1.0,0.0,3
-0.9290726936829126,1.0838921764200338,1.553670169466227,-1.1918037503623926,1.0,0.0,0.0,0.0,2
-0.28488126918678675,-0.1821094671972567,0.8687436606366785,-0.5320729170591031,1.0,0.0,1.0,0.0,4
-0.8795195071832105,1.0838921764200338,1.38243854225884,-1.5216691670140372,1.0,1.0,0.0,0.0,3
0.6070760878078493,-1.1559568853644033,-0.5011093570224189,0.12765791624418638,1.0,0.0,0.0,0.0,6
1.152161139304571,-0.1821094671972567,1.724901796673614,0.4575233328958311,0.0,1.0,0.0,0.0,7
0.6070760878078493,0.11004475825288713,-1.3572674930593545,1.1172541661991204,0.0,0.0,1.0,0.0,10
1.152161139304571,-1.0585721435476891,-1.5284991202667417,1.4471195828507653,1.0,0.0,1.0,0.0,10
-0.3344344556864888,0.9865074346033195,1.2112069150514528,-0.8619383337107478,0.0,1.0,0.0,0.0,2
-1.1768386261814225,0.11004475825288713,1.553670169466227,-1.5216691670140372,0.0,0.0,0.0,1.0,1
0.8548420203063593,-0.47426369264740054,-1.3572674930593545,1.4471195828507653,0.0,0.0,0.0,0.0,10
-0.48309401518559464,0.2074295000696023,-1.3572674930593545,-0.20220750040745836,0.0,0.0,1.0,0.0,6
0.6070760878078493,-1.4481111108145472,-1.5284991202667417,1.1172541661991204,1.0,0.0,1.0,0.0,7
-0.7804131341838066,-0.37687895083068623,-1.3572674930593545,-0.5320729170591031,0.0,0.0,0.0,0.0,2
-1.4246045586799325,0.11004475825288713,-1.0148042386445801,-0.20220750040745836,0.0,1.0,0.0,0.0,6
1.6972461908012932,-0.47426369264740054,1.553670169466227,1.4471195828507653,0.0,1.0,0.0,0.0,9
-1.1768386261814225,1.7655853691370367,0.5262804062219043,-1.1918037503623926,1.0,1.0,0.0,0.0,1
1.6972461908012932,-0.9611874017309738,1.0399752878440658,1.1172541661991204,1.0,0.0,0.0,1.0,7
1.647693004301591,-2.12980430353155,1.0399752878440658,1.4471195828507653,1.0,0.0,0.0,1.0,10
1.0530547663051668,-2.12980430353155,0.18381715180713,1.4471195828507653,1.0,0.0,1.0,0.0,10
0.557522901308147,-0.47426369264740054,1.0399752878440658,0.4575233328958311,1.0,1.0,0.0,0.0,6
0.26020378230993524,-0.66903317628083,0.3550487790145169,0.7873887495474758,1.0,0.0,0.0,0.0,7
1.3008206988036768,-0.5716484344641157,-0.6723409842298059,0.7873887495474758,1.0,0.0,1.0,0.0,8
-0.7308599476841047,-0.08472472538054238,0.18381715180713,-0.8619383337107478,0.0,0.0,0.0,0.0,3
-0.08666852318797881,0.11004475825288713,0.18381715180713,0.12765791624418638,0.0,0.0,1.0,0.0,5
0.4088633418090411,-1.1559568853644033,1.0399752878440658,0.12765791624418638,0.0,0.0,0.0,1.0,5
-0.28488126918678675,0.402198983703031,1.724901796673614,-0.5320729170591031,1.0,0.0,1.0,0.0,5
-0.2353280826870847,1.181276918236749,-0.32987772981503155,-0.5320729170591031,1.0,0.0,0.0,1.0,3
-0.5822003881849988,0.6943532091531757,0.8687436606366785,-1.1918037503623926,1.0,0.0,1.0,0.0,1
0.2106505958102334,0.2074295000696023,-1.3572674930593545,-0.20220750040745836,1.0,1.0,0.0,0.0,5
1.2512675123039751,-0.08472472538054238,1.0399752878440658,0.7873887495474758,1.0,0.0,0.0,0.0,5
-1.0281790666823165,0.5969684673364605,-0.5011093570224189,-0.5320729170591031,0.0,1.0,0.0,0.0,4
1.4990334448024851,-1.4481111108145472,-1.5284991202667417,1.4471195828507653,0.0,0.0,1.0,0.0,10
0.656629274307551,-1.5454958526312623,-0.5011093570224189,1.1172541661991204,1.0,0.0,1.0,0.0,7
1.152161139304571,-1.2533416271811177,0.3550487790145169,-0.20220750040745836,1.0,0.0,1.0,0.0,3
0.2106505958102334,0.2074295000696023,-1.3572674930593545,0.7873887495474758,1.0,0.0,0.0,1.0,7
1.0035015798054652,-0.66903317628083,1.38243854225884,0.12765791624418638,1.0,0.0,0.0,0.0,6
-1.6723704911784425,0.79173795096989,-1.3572674930593545,-1.5216691670140372,0.0,0.0,0.0,0.0,1
1.1026079528048691,-1.1559568853644033,1.553670169466227,0.12765791624418638,1.0,0.0,1.0,0.0,7
-1.5732641181790386,1.2786616600534633,0.6975120334292911,-1.5216691670140372,1.0,0.0,1.0,0.0,1
1.350373885303379,-0.47426369264740054,-0.5011093570224189,1.4471195828507653,1.0,0.0,0.0,1.0,8
1.6972461908012932,-2.032419561714836,-0.32987772981503155,1.4471195828507653,1.0,1.0,0.0,0.0,9
-0.6813067611844026,0.49958372551974617,0.8687436606366785,-1.5216691670140372,0.0,1.0,0.0,0.0,1
-0.9786258801826145,1.0838921764200338,0.3550487790145169,-1.1918037503623926,1.0,0.0,0.0,0.0,1
0.9539483933057633,0.5969684673364605,0.5262804062219043,0.12765791624418638,1.0,0.0,0.0,1.0,7
-0.8299663206835087,0.3048142418863167,-0.32987772981503155,-0.20220750040745836,0.0,0.0,1.0,0.0,5
1.3008206988036768,-0.1821094671972567,0.012585524599742711,1.4471195828507653,0.0,0.0,0.0,0.0,9
-1.3750513721802304,1.862970110953751,1.724901796673614,-1.5216691670140372,0.0,0.0,0.0,1.0,1
-1.2759449991808265,-0.1821094671972567,-1.0148042386445801,-0.20220750040745836,1.0,1.0,0.0,0.0,4
1.6972461908012932,-1.7402653362646912,-0.32987772981503155,1.4471195828507653,1.0,0.0,0.0,1.0,7
0.6070760878078493,0.2074295000696023,-0.6723409842298059,0.7873887495474758,0.0,1.0,0.0,0.0,6
1.2017143258042733,-1.2533416271811177,0.8687436606366785,1.4471195828507653,0.0,0.0,0.0,1.0,10
-0.5822003881849988,0.49958372551974617,0.8687436606366785,-1.1918037503623926,0.0,0.0,0.0,0.0,2
0.6070760878078493,-0.1821094671972567,-0.6723409842298059,0.12765791624418638,0.0,1.0,0.0,0.0,7
0.3593101553093393,0.11004475825288713,-1.3572674930593545,0.12765791624418638,0.0,0.0,0.0,0.0,6
0.3593101553093393,-1.1559568853644033,-1.6997307474741288,0.7873887495474758,0.0,0.0,0.0,0.0,9
0.656629274307551,0.402198983703031,-0.15864610260764442,0.7873887495474758,1.0,1.0,0.0,0.0,8
0.26020378230993524,-0.47426369264740054,-0.32987772981503155,0.12765791624418638,1.0,1.0,0.0,0.0,6
-0.2353280826870847,-0.37687895083068623,1.724901796673614,-0.8619383337107478,1.0,0.0,1.0,0.0,4
-0.7804131341838066,2.1551243364038957,-0.15864610260764442,-1.5216691670140372,0.0,0.0,1.0,0.0,1
0.9539483933057633,0.3048142418863167,-0.8435726114371931,0.7873887495474758,0.0,0.0,1.0,0.0,9
-0.9290726936829126,-0.37687895083068623,1.38243854225884,-0.5320729170591031,0.0,0.0,0.0,0.0,3
0.656629274307551,-1.3507263689978328,0.012585524599742711,1.1172541661991204,0.0,0.0,0.0,0.0,6
-0.9290726936829126,1.181276918236749,0.3550487790145169,-1.1918037503623926,0.0,0.0,1.0,0.0,2
0.45841652830874335,-0.9611874017309738,-1.3572674930593545,1.4471195828507653,0.0,0.0,0.0,0.0,10
0.8548420203063593,0.8891226927866043,-0.32987772981503155,0.4575233328958311,1.0,0.0,0.0,0.0,6
-0.9786258801826145,0.3048142418863167,1.553670169466227,-1.1918037503623926,1.0,1.0,0.0,0.0,1
-1.5237109316793365,1.181276918236749,0.3550487790145169,-1.1918037503623926,0.0,1.0,0.0,0.0,2
-1.2759449991808265,1.4734311436868928,-0.5011093570224189,-1.5216691670140372,1.0,0.0,0.0,0.0,1
0.3593101553093393,0.3048142418863167,0.5262804062219043,0.4575233328958311,0.0,0.0,1.0,0.0,7
1.2017143258042733,-0.27949420901397104,1.38243854225884,0.7873887495474758,1.0,0.0,0.0,1.0,6
-1.5732641181790386,1.5708158855036072,-0.8435726114371931,-1.5216691670140372,0.0,0.0,1.0,0.0,1
0.805288833806657,-0.1821094671972567,0.012585524599742711,0.12765791624418638,0.0,0.0,0.0,1.0,6
-0.5326472016852967,0.6943532091531757,1.553670169466227,-1.1918037503623926,1.0,0.0,1.0,0.0,2
-0.08666852318797881,0.9865074346033195,-1.1860358658519674,0.4575233328958311,1.0,1.0,0.0,0.0,8
1.4990334448024851,-1.2533416271811177,0.6975120334292911,1.4471195828507653,0.0,0.0,0.0,0.0,9
-0.5822003881849988,-0.27949420901397104,0.3550487790145169,0.12765791624418638,0.0,0.0,0.0,0.0,6
-0.08666852318797881,1.3760464018701777,0.6975120334292911,-0.8619383337107478,1.0,1.0,0.0,0.0,2
-1.6723704911784425,2.1551243364038957,-0.5011093570224189,-1.5216691670140372,1.0,0.0,0.0,1.0,1
-1.4246045586799325,1.3760464018701777,-0.6723409842298059,-1.5216691670140372,0.0,0.0,0.0,1.0,1
-0.8299663206835087,-0.9611874017309738,0.6975120334292911,-0.5320729170591031,1.0,0.0,0.0,1.0,3
-1.6228173046787404,0.402198983703031,-1.0148042386445801,-0.8619383337107478,0.0,1.0,0.0,0.0,3
0.45841652830874335,0.402198983703031,-0.32987772981503155,0.7873887495474758,0.0,0.0,0.0,1.0,8
-0.2353280826870847,0.8891226927866043,-1.0148042386445801,-0.20220750040745836,0.0,1.0,0.0,0.0,4
0.16109740931053115,0.11004475825288713,-1.6997307474741288,0.4575233328958311,0.0,0.0,1.0,0.0,7
-1.1272854396817205,-0.47426369264740054,1.553670169466227,-1.5216691670140372,1.0,0.0,1.0,0.0,1
-0.6813067611844026,-0.08472472538054238,-0.15864610260764442,-0.5320729170591031,1.0,1.0,0.0,0.0,4
0.557522901308147,-0.66903317628083,1.553670169466227,-0.20220750040745836,1.0,0.0,0.0,0.0,5
1.647693004301591,-1.5454958526312623,-1.1860358658519674,1.4471195828507653,1.0,0.0,1.0,0.0,10
-1.5237109316793365,2.1551243364038957,0.3550487790145169,-1.5216691670140372,1.0,0.0,0.0,1.0,2
1.350373885303379,-0.66903317628083,-1.0148042386445801,1.1172541661991204,1.0,1.0,0.0,0.0,9
0.26020378230993524,-0.47426369264740054,1.0399752878440658,0.4575233328958311,1.0,0.0,0.0,1.0,7
0.2106505958102334,-0.7664179180975443,1.0399752878440658,0.4575233328958311,0.0,0.0,0.0,1.0,6
0.012437849811425261,-1.0585721435476891,-1.3572674930593545,0.4575233328958311,1.0,0.0,0.0,0.0,6
-1.4741577451796346,1.4734311436868928,1.38243854225884,-1.5216691670140372,1.0,0.0,0.0,1.0,1
-1.4246045586799325,2.5446633036707547,-1.0148042386445801,-1.5216691670140372,0.0,0.0,0.0,0.0,2
0.3593101553093393,0.79173795096989,0.3550487790145169,0.12765791624418638,1.0,0.0,1.0,0.0,6
-0.5326472016852967,0.49958372551974617,1.724901796673614,-0.8619383337107478,1.0,1.0,0.0,0.0,3
1.4494802583027833,-0.8638026599142595,1.38243854225884,0.4575233328958311,0.0,0.0,0.0,1.0,9
-0.3344344556864888,1.0838921764200338,1.553670169466227,-1.5216691670140372,1.0,1.0,0.0,0.0,1
-1.2263918126811246,1.181276918236749,-0.5011093570224189,-1.5216691670140372,1.0,0.0,0.0,1.0,2
0.7557356473069552,-0.7664179180975443,-1.3572674930593545,1.1172541661991204,1.0,1.0,0.0,0.0,9
-0.6813067611844026,0.9865074346033195,-1.0148042386445801,-0.20220750040745836,0.0,0.0,0.0,1.0,5
0.11154422281082933,0.2074295000696023,0.012585524599742711,0.12765791624418638,1.0,0.0,0.0,1.0,6
0.7061824608072533,-0.37687895083068623,1.0399752878440658,0.4575233328958311,1.0,0.0,0.0,1.0,7
1.399927071803081,-1.4481111108145472,-1.1860358658519674,1.4471195828507653,0.0,0.0,0.0,1.0,9
1.0035015798054652,-1.6428805944479767,0.5262804062219043,1.1172541661991204,1.0,0.0,0.0,1.0,9
0.6070760878078493,-0.47426369264740054,-0.6723409842298059,0.7873887495474758,0.0,0.0,0.0,1.0,8
0.656629274307551,-1.4481111108145472,-0.5011093570224189,0.7873887495474758,0.0,0.0,0.0,1.0,8
1.5485866313021868,-1.6428805944479767,0.5262804062219043,1.1172541661991204,1.0,0.0,0.0,1.0,7
-0.6813067611844026,0.2074295000696023,-0.15864610260764442,-0.5320729170591031,0.0,0.0,0.0,1.0,2
-1.7219236776781444,0.79173795096989,1.0399752878440658,-1.5216691670140372,0.0,1.0,0.0,0.0,1
-0.7804131341838066,0.402198983703031,-1.1860358658519674,-0.5320729170591031,1.0,0.0,0.0,0.0,3
-0.9786258801826145,1.4734311436868928,1.0399752878440658,-1.5216691670140372,0.0,0.0,0.0,1.0,1
0.557522901308147,-0.08472472538054238,-1.5284991202667417,1.4471195828507653,0.0,0.0,0.0,0.0,10
0.45841652830874335,-0.37687895083068623,-1.0148042386445801,0.4575233328958311,1.0,0.0,0.0,1.0,8
0.3593101553093393,-0.5716484344641157,0.5262804062219043,0.4575233328958311,1.0,0.0,0.0,1.0,8
-1.6723704911784425,1.0838921764200338,1.2112069150514528,-1.5216691670140372,1.0,1.0,0.0,0.0,1
0.805288833806657,-1.3507263689978328,-0.8435726114371931,1.1172541661991204,0.0,0.0,1.0,0.0,10
-0.5822003881849988,0.8891226927866043,-0.5011093570224189,0.12765791624418638,1.0,0.0,1.0,0.0,5
0.6070760878078493,0.5969684673364605,0.18381715180713,0.4575233328958311,0.0,1.0,0.0,0.0,6
0.2106505958102334,0.402198983703031,-1.0148042386445801,-0.20220750040745836,0.0,0.0,0.0,0.0,3
-0.5326472016852967,0.49958372551974617,1.0399752878440658,-0.20220750040745836,0.0,0.0,1.0,0.0,6
-1.2759449991808265,0.79173795096989,0.8687436606366785,-1.5216691670140372,0.0,1.0,0.0,0.0,2
-1.3750513721802304,1.2786616600534633,-1.1860358658519674,-1.1918037503623926,0.0,1.0,0.0,0.0,1
1.152161139304571,-1.3507263689978328,-0.15864610260764442,1.4471195828507653,0.0,0.0,1.0,0.0,7
1.4494802583027833,-1.0585721435476891,0.8687436606366785,0.7873887495474758,0.0,0.0,0.0,0.0,7
0.5079697148084452,-0.27949420901397104,-0.5011093570224189,1.1172541661991204,1.0,1.0,0.0,0.0,8
-1.3750513721802304,0.5969684673364605,0.5262804062219043,-1.5216691670140372,1.0,0.0,0.0,1.0,1
-0.3344344556864888,0.01266001643617281,-1.5284991202667417,0.4575233328958311,0.0,0.0,0.0,0.0,5
0.805288833806657,-0.8638026599142595,0.3550487790145169,1.4471195828507653,0.0,0.0,0.0,0.0,10
1.0035015798054652,-0.27949420901397104,-1.1860358658519674,1.4471195828507653,1.0,0.0,1.0,0.0,10
-1.3254981856805286,1.0838921764200338,1.2112069150514528,-1.5216691670140372,0.0,0.0,1.0,0.0,1
-1.7219236776781444,1.181276918236749,-0.5011093570224189,-1.5216691670140372,1.0,0.0,0.0,1.0,1
0.7557356473069552,-0.37687895083068623,-0.6723409842298059,0.7873887495474758,1.0,1.0,0.0,0.0,8
-0.48309401518559464,0.8891226927866043,1.2112069150514528,-1.1918037503623926,1.0,0.0,1.0,0.0,1
-0.8299663206835087,0.5969684673364605,-1.5284991202667417,-0.5320729170591031,0.0,0.0,1.0,0.0,4
-1.6723704911784425,1.9603548527704653,-0.32987772981503155,-0.8619383337107478,0.0,0.0,0.0,0.0,2
0.16109740931053115,0.49958372551974617,-0.5011093570224189,0.12765791624418638,1.0,0.0,1.0,0.0,5
1.2512675123039751,-0.37687895083068623,-0.6723409842298059,1.1172541661991204,1.0,0.0,1.0,0.0,8
1.598139817801889,-0.66903317628083,1.38243854225884,1.1172541661991204,1.0,0.0,1.0,0.0,9
0.26020378230993524,-0.08472472538054238,0.8687436606366785,-0.20220750040745836,1.0,0.0,1.0,0.0,4
0.061991036311127075,-0.1821094671972567,-1.5284991202667417,0.7873887495474758,1.0,0.0,0.0,0.0,6
-1.4246045586799325,1.3760464018701777,0.6975120334292911,-1.5216691670140372,0.0,0.0,0.0,1.0,1
0.16109740931053115,-0.9611874017309738,0.18381715180713,0.7873887495474758,1.0,0.0,0.0,1.0,6
-0.3839876421861906,0.3048142418863167,1.38243854225884,-0.8619383337107478,0.0,1.0,0.0,0.0,1
0.3593101553093393,0.3048142418863167,-0.6723409842298059,0.4575233328958311,1.0,0.0,1.0,0.0,7
-0.3839876421861906,0.11004475825288713,0.18381715180713,-0.5320729170591031,0.0,0.0,0.0,0.0,3
-0.8795195071832105,0.79173795096989,0.012585524599742711,-1.1918037503623926,0.0,1.0,0.0,0.0,1
-1.3750513721802304,0.5969684673364605,0.012585524599742711,-1.5216691670140372,0.0,1.0,0.0,0.0,1
-0.6317535746847005,1.2786616600534633,-0.15864610260764442,-1.5216691670140372,0.0,0.0,0.0,1.0,1
